x y z
-48 0 -11
-48 0 -10
-48 0 -9
-48 0 -8
-48 0 -7
-48 0 -6
-48 0 -5
-48 0 -4
-48 0 -3
-48 0 -2
-48 0 -1
-48 0 1
-48 0 2
-48 0 3
-48 0 4
-48 0 5
-48 0 6
-48 0 7
-48 0 8
-48 0 9
-48 0 10
-48 0 11
-48 0 12
-48 0 13
-48 1 -13
-48 1 -12
-48 1 -11
-48 1 -10
-48 1 -9
-48 1 -8
-48 1 -7
-48 1 -6
-48 1 -5
-48 1 -4
-48 1 -3
-48 1 -2
-48 1 -1
-48 1 0
-48 1 1
-48 1 2
-48 1 3
-48 1 4
-48 1 5
-48 1 6
-48 1 7
-48 1 8
-48 1 9
-48 1 10
-48 1 11
-48 1 12
-48 1 13
-48 2 -13
-48 2 -12
-48 2 -11
-48 2 -10
-48 2 -9
-48 2 -8
-48 2 -7
-48 2 -6
-48 2 -5
-48 2 -4
-48 2 -3
-48 2 -2
-48 2 -1
-48 2 0
-48 2 1
-48 2 2
-48 2 3
-48 2 4
-48 2 5
-48 2 6
-48 2 7
-48 2 8
-48 2 9
-48 2 10
-48 2 11
-48 2 12
-48 2 13
-48 3 -13
-48 3 -12
-48 3 -11
-48 3 -10
-48 3 -9
-48 3 -8
-48 3 -7
-48 3 -6
-48 3 -5
-48 3 -4
-48 3 -3
-48 3 -2
-48 3 -1
-48 3 0
-48 3 1
-48 3 2
-48 3 3
-48 3 4
-48 3 5
-48 3 6
-48 3 7
-48 3 8
-48 3 9
-48 3 10
-48 3 11
-48 3 12
-48 3 13
-48 4 -13
-48 4 -12
-48 4 -11
-48 4 -10
-48 4 -9
-48 4 -8
-48 4 -7
-48 4 -6
-48 4 -5
-48 4 -4
-48 4 -3
-48 4 -2
-48 4 -1
-48 4 0
-48 4 1
-48 4 2
-48 4 3
-48 4 4
-48 4 5
-48 4 6
-48 4 7
-48 4 8
-48 4 9
-48 4 10
-48 4 11
-48 4 12
-48 4 13
-48 5 -13
-48 5 -12
-48 5 -11
-48 5 -10
-48 5 -9
-48 5 -8
-48 5 -7
-48 5 -6
-48 5 -5
-48 5 -4
-48 5 -3
-48 5 -2
-48 5 -1
-48 5 0
-48 5 1
-48 5 2
-48 5 3
-48 5 4
-48 5 5
-48 5 6
-48 5 7
-48 5 8
-48 5 9
-48 5 10
-48 5 11
-48 5 12
-48 5 13
-48 6 -12
-48 6 -11
-48 6 -10
-48 6 -9
-48 6 -8
-48 6 -7
-48 6 -6
-48 6 -5
-48 6 -4
-48 6 -3
-48 6 -2
-48 6 -1
-48 6 0
-48 6 1
-48 6 2
-48 6 3
-48 6 4
-48 6 5
-48 6 6
-48 6 7
-48 6 8
-48 6 9
-48 6 10
-48 6 11
-48 6 12
-48 7 -12
-48 7 -11
-48 7 -10
-48 7 -9
-48 7 -8
-48 7 -7
-48 7 -6
-48 7 -5
-48 7 -4
-48 7 -3
-48 7 -2
-48 7 -1
-48 7 0
-48 7 1
-48 7 2
-48 7 3
-48 7 4
-48 7 5
-48 7 6
-48 7 7
-48 7 8
-48 7 9
-48 7 10
-48 7 11
-48 7 12
-48 8 -11
-48 8 -10
-48 8 -9
-48 8 -8
-48 8 -7
-48 8 -6
-48 8 -5
-48 8 -4
-48 8 -3
-48 8 -2
-48 8 -1
-48 8 0
-48 8 1
-48 8 2
-48 8 3
-48 8 4
-48 8 5
-48 8 6
-48 8 7
-48 8 8
-48 8 9
-48 8 10
-48 8 11
-48 9 -10
-48 9 -9
-48 9 -8
-48 9 -7
-48 9 -6
-48 9 -5
-48 9 -4
-48 9 -3
-48 9 -2
-48 9 -1
-48 9 0
-48 9 1
-48 9 2
-48 9 3
-48 9 4
-48 9 5
-48 9 6
-48 9 7
-48 9 8
-48 9 9
-48 9 10
-48 10 -9
-48 10 -8
-48 10 -7
-48 10 -6
-48 10 -5
-48 10 -4
-48 10 -3
-48 10 -2
-48 10 -1
-48 10 0
-48 10 1
-48 10 2
-48 10 3
-48 10 4
-48 10 5
-48 10 6
-48 10 7
-48 10 8
-48 10 9
-48 11 -8
-48 11 -7
-48 11 -6
-48 11 -5
-48 11 -4
-48 11 -3
-48 11 -2
-48 11 -1
-48 11 0
-48 11 1
-48 11 2
-48 11 3
-48 11 4
-48 11 5
-48 11 6
-48 11 7
-48 11 8
-48 12 -7
-48 12 -6
-48 12 -5
-48 12 -4
-48 12 -3
-48 12 -2
-48 12 -1
-48 12 0
-48 12 1
-48 12 2
-48 12 3
-48 12 4
-48 12 5
-48 12 6
-48 12 7
-48 13 -5
-48 13 -4
-48 13 -3
-48 13 -2
-48 13 -1
-48 13 0
-48 13 1
-48 13 2
-48 13 3
-48 13 4
-48 13 5
-47 -17 -1
-47 -17 0
-47 -17 1
-47 -16 -5
-47 -16 -4
-47 -16 -3
-47 -16 -2
-47 -16 -1
-47 -16 0
-47 -16 1
-47 -16 2
-47 -16 3
-47 -16 4
-47 -16 5
-47 -15 -8
-47 -15 -7
-47 -15 -6
-47 -15 -5
-47 -15 -4
-47 -15 -3
-47 -15 -2
-47 -15 -1
-47 -15 0
-47 -15 1
-47 -15 2
-47 -15 3
-47 -15 4
-47 -15 5
-47 -15 6
-47 -15 7
-47 -15 8
-47 -14 -9
-47 -14 -8
-47 -14 -7
-47 -14 -6
-47 -14 -5
-47 -14 -4
-47 -14 -3
-47 -14 -2
-47 -14 -1
-47 -14 0
-47 -14 1
-47 -14 2
-47 -14 3
-47 -14 4
-47 -14 5
-47 -14 6
-47 -14 7
-47 -14 8
-47 -14 9
-47 -13 -11
-47 -13 -10
-47 -13 -9
-47 -13 -8
-47 -13 -7
-47 -13 -6
-47 -13 -5
-47 -13 -4
-47 -13 -3
-47 -13 -2
-47 -13 -1
-47 -13 0
-47 -13 1
-47 -13 2
-47 -13 3
-47 -13 4
-47 -13 5
-47 -13 6
-47 -13 7
-47 -13 8
-47 -13 9
-47 -13 10
-47 -13 11
-47 -12 -12
-47 -12 -11
-47 -12 -10
-47 -12 -9
-47 -12 -8
-47 -12 -7
-47 -12 -6
-47 -12 -5
-47 -12 -4
-47 -12 -3
-47 -12 -2
-47 -12 -1
-47 -12 0
-47 -12 1
-47 -12 2
-47 -12 3
-47 -12 4
-47 -12 5
-47 -12 6
-47 -12 7
-47 -12 8
-47 -12 9
-47 -12 10
-47 -12 11
-47 -12 12
-47 -11 -13
-47 -11 -12
-47 -11 -11
-47 -11 -10
-47 -11 -9
-47 -11 -8
-47 -11 -7
-47 -11 -6
-47 -11 -5
-47 -11 -4
-47 -11 -3
-47 -11 -2
-47 -11 -1
-47 -11 0
-47 -11 1
-47 -11 2
-47 -11 3
-47 -11 4
-47 -11 5
-47 -11 6
-47 -11 7
-47 -11 8
-47 -11 9
-47 -11 10
-47 -11 11
-47 -11 12
-47 -11 13
-47 -10 -13
-47 -10 -12
-47 -10 -11
-47 -10 -10
-47 -10 -9
-47 -10 -8
-47 -10 -7
-47 -10 -6
-47 -10 -5
-47 -10 -4
-47 -10 -3
-47 -10 -2
-47 -10 -1
-47 -10 0
-47 -10 1
-47 -10 2
-47 -10 3
-47 -10 4
-47 -10 5
-47 -10 6
-47 -10 7
-47 -10 8
-47 -10 9
-47 -10 10
-47 -10 11
-47 -10 12
-47 -10 13
-47 -9 -14
-47 -9 -13
-47 -9 -12
-47 -9 -11
-47 -9 -10
-47 -9 -9
-47 -9 -8
-47 -9 -7
-47 -9 -6
-47 -9 -5
-47 -9 -4
-47 -9 4
-47 -9 5
-47 -9 6
-47 -9 7
-47 -9 8
-47 -9 9
-47 -9 10
-47 -9 11
-47 -9 12
-47 -9 13
-47 -9 14
-47 -8 -15
-47 -8 -14
-47 -8 -13
-47 -8 -12
-47 -8 -11
-47 -8 -10
-47 -8 -9
-47 -8 -8
-47 -8 -7
-47 -8 -6
-47 -8 6
-47 -8 7
-47 -8 8
-47 -8 9
-47 -8 10
-47 -8 11
-47 -8 12
-47 -8 13
-47 -8 14
-47 -8 15
-47 -7 -15
-47 -7 -14
-47 -7 -13
-47 -7 -12
-47 -7 -11
-47 -7 -10
-47 -7 -9
-47 -7 -8
-47 -7 -7
-47 -7 7
-47 -7 8
-47 -7 9
-47 -7 10
-47 -7 11
-47 -7 12
-47 -7 13
-47 -7 14
-47 -7 15
-47 -6 -15
-47 -6 -14
-47 -6 -13
-47 -6 -12
-47 -6 -11
-47 -6 -10
-47 -6 -9
-47 -6 -8
-47 -6 8
-47 -6 9
-47 -6 10
-47 -6 11
-47 -6 12
-47 -6 13
-47 -6 14
-47 -6 15
-47 -5 -16
-47 -5 -15
-47 -5 -14
-47 -5 -13
-47 -5 -12
-47 -5 -11
-47 -5 -10
-47 -5 -9
-47 -5 9
-47 -5 10
-47 -5 11
-47 -5 12
-47 -5 13
-47 -5 14
-47 -5 15
-47 -5 16
-47 -4 -16
-47 -4 -15
-47 -4 -14
-47 -4 -13
-47 -4 -12
-47 -4 -11
-47 -4 -10
-47 -4 -9
-47 -4 9
-47 -4 10
-47 -4 11
-47 -4 12
-47 -4 13
-47 -4 14
-47 -4 15
-47 -4 16
-47 -3 -16
-47 -3 -15
-47 -3 -14
-47 -3 -13
-47 -3 -12
-47 -3 -11
-47 -3 -10
-47 -3 10
-47 -3 11
-47 -3 12
-47 -3 13
-47 -3 14
-47 -3 15
-47 -3 16
-47 -2 -16
-47 -2 -15
-47 -2 -14
-47 -2 -13
-47 -2 -12
-47 -2 -11
-47 -2 -10
-47 -2 10
-47 -2 11
-47 -2 12
-47 -2 13
-47 -2 14
-47 -2 15
-47 -2 16
-47 -1 -17
-47 -1 -16
-47 -1 -15
-47 -1 -14
-47 -1 -13
-47 -1 -12
-47 -1 -11
-47 -1 -10
-47 -1 10
-47 -1 11
-47 -1 12
-47 -1 13
-47 -1 14
-47 -1 15
-47 -1 16
-47 -1 17
-47 0 -17
-47 0 -16
-47 0 -15
-47 0 -14
-47 0 -13
-47 0 -12
-47 0 -11
-47 0 -10
-47 0 10
-47 0 11
-47 0 12
-47 0 13
-47 0 14
-47 0 15
-47 0 16
-47 0 17
-47 1 -17
-47 1 -16
-47 1 -15
-47 1 -14
-47 1 -13
-47 1 -12
-47 1 -11
-47 1 -10
-47 1 10
-47 1 11
-47 1 12
-47 1 13
-47 1 14
-47 1 15
-47 1 16
-47 1 17
-47 2 -16
-47 2 -15
-47 2 -14
-47 2 -13
-47 2 -12
-47 2 -11
-47 2 -10
-47 2 10
-47 2 11
-47 2 12
-47 2 13
-47 2 14
-47 2 15
-47 2 16
-47 3 -16
-47 3 -15
-47 3 -14
-47 3 -13
-47 3 -12
-47 3 -11
-47 3 -10
-47 3 10
-47 3 11
-47 3 12
-47 3 13
-47 3 14
-47 3 15
-47 3 16
-47 4 -16
-47 4 -15
-47 4 -14
-47 4 -13
-47 4 -12
-47 4 -11
-47 4 -10
-47 4 -9
-47 4 9
-47 4 10
-47 4 11
-47 4 12
-47 4 13
-47 4 14
-47 4 15
-47 4 16
-47 5 -16
-47 5 -15
-47 5 -14
-47 5 -13
-47 5 -12
-47 5 -11
-47 5 -10
-47 5 -9
-47 5 9
-47 5 10
-47 5 11
-47 5 12
-47 5 13
-47 5 14
-47 5 15
-47 5 16
-47 6 -15
-47 6 -14
-47 6 -13
-47 6 -12
-47 6 -11
-47 6 -10
-47 6 -9
-47 6 -8
-47 6 8
-47 6 9
-47 6 10
-47 6 11
-47 6 12
-47 6 13
-47 6 14
-47 6 15
-47 7 -15
-47 7 -14
-47 7 -13
-47 7 -12
-47 7 -11
-47 7 -10
-47 7 -9
-47 7 -8
-47 7 -7
-47 7 7
-47 7 8
-47 7 9
-47 7 10
-47 7 11
-47 7 12
-47 7 13
-47 7 14
-47 7 15
-47 8 -15
-47 8 -14
-47 8 -13
-47 8 -12
-47 8 -11
-47 8 -10
-47 8 -9
-47 8 -8
-47 8 -7
-47 8 -6
-47 8 6
-47 8 7
-47 8 8
-47 8 9
-47 8 10
-47 8 11
-47 8 12
-47 8 13
-47 8 14
-47 8 15
-47 9 -14
-47 9 -13
-47 9 -12
-47 9 -11
-47 9 -10
-47 9 -9
-47 9 -8
-47 9 -7
-47 9 -6
-47 9 -5
-47 9 -4
-47 9 4
-47 9 5
-47 9 6
-47 9 7
-47 9 8
-47 9 9
-47 9 10
-47 9 11
-47 9 12
-47 9 13
-47 9 14
-47 10 -13
-47 10 -12
-47 10 -11
-47 10 -10
-47 10 -9
-47 10 -8
-47 10 -7
-47 10 -6
-47 10 -5
-47 10 -4
-47 10 -3
-47 10 -2
-47 10 -1
-47 10 0
-47 10 1
-47 10 2
-47 10 3
-47 10 4
-47 10 5
-47 10 6
-47 10 7
-47 10 8
-47 10 9
-47 10 10
-47 10 11
-47 10 12
-47 10 13
-47 11 -13
-47 11 -12
-47 11 -11
-47 11 -10
-47 11 -9
-47 11 -8
-47 11 -7
-47 11 -6
-47 11 -5
-47 11 -4
-47 11 -3
-47 11 -2
-47 11 -1
-47 11 0
-47 11 1
-47 11 2
-47 11 3
-47 11 4
-47 11 5
-47 11 6
-47 11 7
-47 11 8
-47 11 9
-47 11 10
-47 11 11
-47 11 12
-47 11 13
-47 12 -12
-47 12 -11
-47 12 -10
-47 12 -9
-47 12 -8
-47 12 -7
-47 12 -6
-47 12 -5
-47 12 -4
-47 12 -3
-47 12 -2
-47 12 -1
-47 12 0
-47 12 1
-47 12 2
-47 12 3
-47 12 4
-47 12 5
-47 12 6
-47 12 7
-47 12 8
-47 12 9
-47 12 10
-47 12 11
-47 12 12
-47 13 -11
-47 13 -10
-47 13 -9
-47 13 -8
-47 13 -7
-47 13 -6
-47 13 -5
-47 13 -4
-47 13 -3
-47 13 -2
-47 13 -1
-47 13 0
-47 13 1
-47 13 2
-47 13 3
-47 13 4
-47 13 5
-47 13 6
-47 13 7
-47 13 8
-47 13 9
-47 13 10
-47 13 11
-47 14 -9
-47 14 -8
-47 14 -7
-47 14 -6
-47 14 -5
-47 14 -4
-47 14 -3
-47 14 -2
-47 14 -1
-47 14 0
-47 14 1
-47 14 2
-47 14 3
-47 14 4
-47 14 5
-47 14 6
-47 14 7
-47 14 8
-47 14 9
-47 15 -8
-47 15 -7
-47 15 -6
-47 15 -5
-47 15 -4
-47 15 -3
-47 15 -2
-47 15 -1
-47 15 0
-47 15 1
-47 15 2
-47 15 3
-47 15 4
-47 15 5
-47 15 6
-47 15 7
-47 15 8
-47 16 -5
-47 16 -4
-47 16 -3
-47 16 -2
-47 16 -1
-47 16 0
-47 16 1
-47 16 2
-47 16 3
-47 16 4
-47 16 5
-47 17 -1
-47 17 0
-47 17 1
-46 -19 -4
-46 -19 -3
-46 -19 -2
-46 -19 -1
-46 -19 0
-46 -19 1
-46 -19 2
-46 -19 3
-46 -19 4
-46 -18 -7
-46 -18 -6
-46 -18 -5
-46 -18 -4
-46 -18 -3
-46 -18 -2
-46 -18 -1
-46 -18 0
-46 -18 1
-46 -18 2
-46 -18 3
-46 -18 4
-46 -18 5
-46 -18 6
-46 -18 7
-46 -17 -9
-46 -17 -8
-46 -17 -7
-46 -17 -6
-46 -17 -5
-46 -17 -4
-46 -17 -3
-46 -17 -2
-46 -17 -1
-46 -17 0
-46 -17 1
-46 -17 2
-46 -17 3
-46 -17 4
-46 -17 5
-46 -17 6
-46 -17 7
-46 -17 8
-46 -17 9
-46 -16 -11
-46 -16 -10
-46 -16 -9
-46 -16 -8
-46 -16 -7
-46 -16 -6
-46 -16 -5
-46 -16 -4
-46 -16 -3
-46 -16 -2
-46 -16 -1
-46 -16 0
-46 -16 1
-46 -16 2
-46 -16 3
-46 -16 4
-46 -16 5
-46 -16 6
-46 -16 7
-46 -16 8
-46 -16 9
-46 -16 10
-46 -16 11
-46 -15 -12
-46 -15 -11
-46 -15 -10
-46 -15 -9
-46 -15 -8
-46 -15 -7
-46 -15 -6
-46 -15 -5
-46 -15 -4
-46 -15 -3
-46 -15 -2
-46 -15 -1
-46 -15 0
-46 -15 1
-46 -15 2
-46 -15 3
-46 -15 4
-46 -15 5
-46 -15 6
-46 -15 7
-46 -15 8
-46 -15 9
-46 -15 10
-46 -15 11
-46 -15 12
-46 -14 -13
-46 -14 -12
-46 -14 -11
-46 -14 -10
-46 -14 -9
-46 -14 -8
-46 -14 -7
-46 -14 -6
-46 -14 -5
-46 -14 -4
-46 -14 -3
-46 -14 -2
-46 -14 -1
-46 -14 0
-46 -14 1
-46 -14 2
-46 -14 3
-46 -14 4
-46 -14 5
-46 -14 6
-46 -14 7
-46 -14 8
-46 -14 9
-46 -14 10
-46 -14 11
-46 -14 12
-46 -14 13
-46 -13 -14
-46 -13 -13
-46 -13 -12
-46 -13 -11
-46 -13 -10
-46 -13 -9
-46 -13 -8
-46 -13 -7
-46 -13 -6
-46 -13 -5
-46 -13 5
-46 -13 6
-46 -13 7
-46 -13 8
-46 -13 9
-46 -13 10
-46 -13 11
-46 -13 12
-46 -13 13
-46 -13 14
-46 -12 -15
-46 -12 -14
-46 -12 -13
-46 -12 -12
-46 -12 -11
-46 -12 -10
-46 -12 -9
-46 -12 -8
-46 -12 -7
-46 -12 7
-46 -12 8
-46 -12 9
-46 -12 10
-46 -12 11
-46 -12 12
-46 -12 13
-46 -12 14
-46 -12 15
-46 -11 -16
-46 -11 -15
-46 -11 -14
-46 -11 -13
-46 -11 -12
-46 -11 -11
-46 -11 -10
-46 -11 -9
-46 -11 9
-46 -11 10
-46 -11 11
-46 -11 12
-46 -11 13
-46 -11 14
-46 -11 15
-46 -11 16
-46 -10 -16
-46 -10 -15
-46 -10 -14
-46 -10 -13
-46 -10 -12
-46 -10 -11
-46 -10 -10
-46 -10 10
-46 -10 11
-46 -10 12
-46 -10 13
-46 -10 14
-46 -10 15
-46 -10 16
-46 -9 -17
-46 -9 -16
-46 -9 -15
-46 -9 -14
-46 -9 -13
-46 -9 -12
-46 -9 -11
-46 -9 11
-46 -9 12
-46 -9 13
-46 -9 14
-46 -9 15
-46 -9 16
-46 -9 17
-46 -8 -17
-46 -8 -16
-46 -8 -15
-46 -8 -14
-46 -8 -13
-46 -8 -12
