x y z
-491199.45 -1118158.81 239.37
-491209.89 -1118247.73 239.34
-491177.97 -1118009.48 239.08
-491235.99 -1118462.69 240.08
-491246.89 -1118553.17 240.38
-491194.10 -1118153.97 239.37
-491225.91 -1118405.75 240.04
-491201.53 -1118224.92 239.39
-491217.39 -1118354.79 239.52
-491228.27 -1118447.06 239.84
-491228.96 -1118459.13 239.97
-491236.20 -1118523.58 240.26
-491224.03 -1118437.94 240.41
-491208.46 -1118325.24 239.43
-491293.10 -1118201.55 239.04
-491291.88 -1118208.28 239.27
-491317.51 -1118418.05 239.73
-491328.64 -1118517.40 240.36
-491265.80 -1118048.12 239.27
-491317.71 -1118459.35 239.79
-491304.70 -1118370.09 239.63
-491323.05 -1118521.38 240.51
-491321.53 -1118520.01 240.52
-491283.84 -1118241.73 239.67
-491320.33 -1118531.56 240.44
-491278.84 -1118222.73 239.34
-491281.65 -1118255.51 239.57
-491315.51 -1118527.71 240.34
-491308.62 -1118486.16 239.95
-491311.99 -1118525.24 240.34
-491292.41 -1118385.84 239.75
-491306.73 -1118507.89 240.46
-491305.29 -1118509.53 239.82
-491272.42 -1118269.79 239.77
-491298.08 -1118477.61 240.05
-491302.58 -1118522.96 240.09
-491251.07 -1118139.55 239.36
-491276.25 -1118347.41 239.59
-491255.22 -1118198.33 239.32
-491293.39 -1118504.57 239.40
-491292.29 -1118507.99 240.39
-491293.28 -1118524.60 240.06
-491275.55 -1118397.81 239.69
-491239.18 -1118129.86 239.49
-491235.44 -1118110.75 239.46
-491284.63 -1118500.70 240.19
-491265.46 -1118363.89 239.52
-491236.75 -1118151.69 239.34
-491383.98 -1118516.84 240.10
-491316.34 -1118014.75 239.38
-491379.73 -1118518.22 240.01
-491352.55 -1118324.11 239.53
-491327.53 -1118144.10 239.43
-491320.60 -1118107.75 239.46
-491348.67 -1118339.04 239.54
-491308.40 -1118044.73 239.29
-491319.31 -1118143.49 239.40
-491316.85 -1118139.00 239.53
-491296.92 -1118000.51 239.39
-491312.85 -1118136.69 238.97
-491345.23 -1118401.32 239.70
-491308.87 -1118134.66 239.45
-491330.23 -1118312.12 239.56
-491329.00 -1118316.66 239.51
-491304.80 -1118142.44 239.43
-491298.09 -1118103.11 239.36
-491348.91 -1118509.83 239.97
-491303.62 -1118175.34 239.35
-491331.60 -1118404.43 239.70
-491300.66 -1118179.92 238.96
-491293.26 -1118136.05 239.38
-491329.58 -1118427.09 239.75
-491308.95 -1118282.07 239.56
-491312.07 -1118319.33 239.53
-491277.09 -1118062.13 239.26
-491294.39 -1118205.68 239.49
-491393.28 -1118192.83 239.66
-491394.56 -1118214.99 239.60
-491408.16 -1118332.70 239.79
-491384.53 -1118165.55 239.46
-491394.44 -1118256.51 239.66
-491414.40 -1118424.94 239.87
-491393.57 -1118279.70 239.70
-491417.18 -1118474.23 240.03
-491378.22 -1118189.55 239.55
-491385.83 -1118263.26 239.50
-491353.21 -1118027.01 238.93
-491398.56 -1118388.45 239.75
-491351.44 -1118041.60 239.48
-491378.96 -1118265.67 239.51
-491406.87 -1118492.28 240.08
-491363.74 -1118176.00 239.48
-491393.67 -1118418.75 239.77
-491377.19 -1118306.22 239.68
-491401.14 -1118502.98 240.14
-491373.61 -1118305.04 239.52
-491392.83 -1118466.82 239.92
-491338.29 -1118060.96 239.06
-491387.45 -1118452.07 239.97
-491352.50 -1118197.36 239.48
-491380.27 -1118425.14 239.87
-491363.22 -1118306.76 239.55
-491343.92 -1118171.25 239.48
-491387.93 -1118523.29 240.14
-491380.97 -1118480.73 240.05
-491485.60 -1118517.38 240.05
-491434.29 -1118140.75 239.21
-491468.16 -1118417.87 239.98
-491412.78 -1118008.73 239.26
-491414.08 -1118035.00 239.25
-491452.34 -1118345.51 239.74
-491464.28 -1118450.35 239.96
-491443.26 -1118303.88 239.71
-491429.39 -1118210.44 239.55
-491434.37 -1118263.39 239.77
-491453.10 -1118419.67 239.93
-491430.50 -1118257.96 239.73
-491407.17 -1118091.92 239.22
-491404.88 -1118087.48 239.27
-491396.16 -1118033.56 239.01
-491439.20 -1118381.01 239.76
-491406.93 -1118149.64 239.25
-491444.26 -1118452.28 239.90
-491435.49 -1118399.38 239.73
-491424.15 -1118328.78 239.59
-491392.35 -1118097.69 239.27
-491411.66 -1118262.42 239.70
-491385.21 -1118070.79 239.21
-491421.24 -1118362.98 239.61
-491391.26 -1118145.19 239.25
-491398.89 -1118217.78 239.60
-491485.87 -1118117.04 239.08
-491483.35 -1118112.52 239.48
-491527.56 -1118465.40 240.08
-491508.77 -1118333.58 239.44
-491518.21 -1118418.21 239.93
-491476.61 -1118108.60 239.01
-491479.85 -1118144.72 239.46
-491511.19 -1118396.26 239.56
-491510.09 -1118398.17 239.48
-491508.79 -1118399.74 239.47
-491480.94 -1118196.96 239.41
-491465.22 -1118087.92 239.62
-491491.74 -1118304.76 239.44
-491514.39 -1118491.21 240.02
-491461.24 -1118094.53 238.91
-491504.36 -1118435.66 239.75
-491447.02 -1118005.15 239.44
-491461.83 -1118132.22 239.34
-491479.72 -1118283.36 239.77
-491483.06 -1118321.50 239.53
-491450.65 -1118084.95 238.92
-491465.98 -1118216.24 239.64
-491482.02 -1118351.70 239.93
-491470.03 -1118270.84 239.69
-491450.01 -1118128.14 239.35
-491477.69 -1118354.46 239.85
-491491.87 -1118474.60 239.58
-491491.71 -1118487.44 239.68
-491488.55 -1118476.83 240.06
-491467.85 -1118330.75 239.77
-491469.33 -1118356.70 239.82
-491482.32 -1118469.14 239.86
-491442.83 -1118174.90 239.33
-491550.57 -1118236.17 239.82
-491549.42 -1118240.44 239.82
-491566.65 -1118384.09 240.07
-491551.82 -1118280.88 239.82
-491578.89 -1118499.69 239.85
-491520.22 -1118056.35 239.46
-491516.33 -1118037.81 239.46
-491543.16 -1118254.45 239.06
-491555.03 -1118356.58 239.84
-491527.62 -1118152.96 239.38
-491563.17 -1118436.82 240.17
-491542.12 -1118283.96 239.92
-491522.10 -1118139.38 239.64
-491525.73 -1118178.63 239.68
-491519.93 -1118144.03 239.44
-491520.14 -1118155.80 239.33
-491514.29 -1118120.45 239.59
-491553.48 -1118432.07 240.07
-491559.35 -1118487.54 240.21
-491532.43 -1118289.78 239.44
-491550.65 -1118441.51 240.05
-491530.65 -1118299.08 239.25
-491542.34 -1118401.14 240.00
-491549.86 -1118469.34 240.27
-491526.93 -1118306.23 239.65
-491527.55 -1118324.31 239.32
-491507.42 -1118180.13 239.64
-491496.32 -1118106.65 239.55
-491523.31 -1118326.01 239.40
-491496.34 -1118131.34 239.23
-491516.83 -1118300.20 239.54
-491522.36 -1118355.26 239.84
-491512.91 -1118292.72 239.47
-491519.95 -1118357.77 239.41
-491486.67 -1118110.45 239.62
-491518.02 -1118359.61 239.35
-491603.70 -1118254.68 239.79
-491589.09 -1118163.05 239.65
-491587.16 -1118165.29 239.61
-491587.51 -1118183.26 239.63
-491598.94 -1118287.56 239.77
-491585.66 -1118202.21 239.63
-491582.03 -1118191.80 239.68
-491568.06 -1118100.91 239.57
-491603.74 -1118391.08 239.80
-491595.69 -1118345.79 239.79
-491577.63 -1118223.37 239.70
-491546.93 -1118002.32 239.56
-491608.03 -1118487.47 240.16
-491567.46 -1118189.31 239.02
-491602.93 -1118479.15 240.03
-491604.53 -1118507.60 240.31
-491558.07 -1118166.54 239.53
-491591.31 -1118438.89 239.98
-491582.53 -1118387.58 240.10
-491532.85 -1118022.32 239.47
-491573.15 -1118345.73 239.89
-491554.58 -1118215.04 239.61
-491566.67 -1118319.95 239.64
-491546.71 -1118178.08 239.15
-491550.29 -1118214.87 238.90
-491632.12 -1118080.76 239.61
-491626.64 -1118061.35 239.61
-491656.29 -1118311.02 239.79
-491640.81 -1118208.49 239.68
-491625.95 -1118115.02 239.63
-491656.39 -1118366.05 239.94
-491654.20 -1118366.60 239.91
-491622.94 -1118143.60 239.59
-491617.69 -1118117.58 239.63
-491655.76 -1118428.72 240.23
-491623.33 -1118193.76 239.75
-491659.23 -1118485.80 239.84
-491610.23 -1118124.53 239.63
-491656.22 -1118493.34 239.92
-491617.67 -1118210.87 239.52
-491625.26 -1118283.51 239.73
-491607.57 -1118162.62 239.69
-491648.36 -1118496.32 239.86
-491598.25 -1118126.43 239.60
-491634.95 -1118427.75 240.08
-491616.79 -1118303.72 239.77
-491632.18 -1118441.59 240.00
-491593.28 -1118155.94 239.66
-491696.65 -1118197.19 239.81
-491707.47 -1118301.19 239.77
-491701.13 -1118273.24 239.77
-491703.23 -1118309.30 239.81
-491667.89 -1118057.88 239.60
-491701.42 -1118341.00 239.85
-491685.05 -1118238.67 239.76
-491702.60 -1118395.15 240.10
-491650.31 -1118011.26 239.58
-491675.97 -1118224.86 238.99
-491673.64 -1118223.70 239.27
-491681.76 -1118302.43 239.84
-491672.42 -1118246.62 239.74
-491684.35 -1118355.94 239.90
-491663.16 -1118210.13 239.77
-491690.90 -1118441.50 240.12
-491676.31 -1118346.53 239.82
-491688.52 -1118459.24 240.15
-491658.21 -1118246.15 239.73
-491683.75 -1118458.40 240.17
-491756.57 -1118257.05 239.04
-491783.19 -1118483.82 240.32
-491746.28 -1118215.73 239.85
-491753.39 -1118284.26 239.76
-491758.41 -1118337.13 239.81
-491757.89 -1118346.06 239.80
-491751.11 -1118309.35 239.78
-491712.40 -1118025.63 239.55
-491747.71 -1118314.26 239.80
-491737.50 -1118249.82 239.01
-491742.79 -1118309.41 239.79
-491761.33 -1118469.49 240.32
-491707.74 -1118077.28 239.65
-491736.38 -1118314.65 239.78
-491694.06 -1118008.55 239.64
-491727.29 -1118283.49 239.73
-491718.79 -1118238.71 239.74
-491716.58 -1118238.18 239.70
-491687.11 -1118033.42 239.62
-491729.11 -1118379.96 239.99
-491719.39 -1118326.55 239.87
-491698.71 -1118185.26 239.67
-491774.53 -1118005.67 239.96
-491787.02 -1118119.07 239.86
-491814.55 -1118347.59 239.92
-491798.28 -1118240.07 239.74
-491783.63 -1118142.14 239.75
-491804.43 -1118317.89 239.85
-491797.98 -1118281.74 239.84
-491793.86 -1118262.64 239.72
-491781.05 -1118183.43 239.70
-491808.57 -1118414.16 239.95
-491774.58 -1118169.55 239.77
-491809.41 -1118456.09 240.06
-491760.63 -1118097.10 239.79
-491753.85 -1118060.62 239.72
-491778.41 -1118265.06 239.08
-491754.27 -1118095.07 239.74
-491782.27 -1118327.37 239.77
-491790.32 -1118408.56 239.94
-491755.17 -1118155.49 239.61
-491785.34 -1118402.55 239.95
-491766.63 -1118273.90 239.73
-491784.73 -1118428.44 240.00
-491756.96 -1118231.66 239.75
-491843.40 -1118125.85 239.96
-491838.28 -1118108.30 239.95
-491875.27 -1118409.56 240.14
-491856.56 -1118283.05 239.87
-491863.54 -1118349.87 239.93
-491819.34 -1118018.76 239.17
-491852.81 -1118295.43 239.40
-491871.53 -1118453.23 240.18
-491817.63 -1118053.10 239.86
-491850.13 -1118319.14 240.04
-491809.40 -1118017.49 239.56
-491859.17 -1118415.92 240.12
-491812.83 -1118072.41 239.98
-491830.72 -1118225.12 239.92
-491821.12 -1118163.65 239.87
-491803.30 -1118044.32 240.00
-491815.72 -1118155.31 239.91
-491833.38 -1118305.80 239.92
-491811.63 -1118153.99 239.88
-491825.71 -1118276.13 239.82
-491788.85 -1118007.25 239.07
-491787.23 -1118006.57 239.30
-491821.48 -1118283.20 239.81
-491819.16 -1118279.77 239.16
-491799.58 -1118143.56 239.79
-491791.23 -1118093.11 239.91
-491803.91 -1118203.76 239.89
-491898.52 -1118156.72 240.05
-491932.51 -1118437.15 240.25
-491893.46 -1118150.07 239.95
-491927.44 -1118419.13 240.40
-491918.17 -1118369.31 240.26
-491883.37 -1118114.07 240.01
-491872.92 -1118047.79 240.05
-491866.08 -1118009.25 239.99
-491884.45 -1118164.82 240.02
-491870.20 -1118068.91 239.75
-491867.41 -1118061.65 239.81
-491899.69 -1118321.94 239.28
-491904.28 -1118370.90 240.16
-491867.39 -1118101.07 240.04
-491861.61 -1118068.79 239.84
-491892.70 -1118318.94 239.52
-491890.77 -1118316.68 239.26
-491863.39 -1118117.21 240.04
-491887.77 -1118318.07 239.98
-491860.21 -1118119.76 239.98
-491878.24 -1118275.48 239.97
-491867.28 -1118205.24 240.01
-491840.04 -1118009.80 239.98
-491849.67 -1118098.87 239.95
-491850.52 -1118120.16 239.93
-491841.91 -1118067.35 239.97
-491863.72 -1118248.56 239.88
-491844.54 -1118114.06 239.97
-491833.43 -1118041.75 240.08
-491980.05 -1118395.72 240.35
-491936.61 -1118076.58 240.23
-491977.11 -1118398.41 240.31
-491980.55 -1118439.86 240.47
-491953.93 -1118248.64 240.18
-491961.00 -1118313.70 240.04
-491926.95 -1118063.14 239.68
-491964.80 -1118365.60 240.34
-491960.18 -1118343.16 240.39
-491961.24 -1118362.49 240.16
-491948.85 -1118280.07 240.02
-491944.52 -1118257.31 240.20
-491916.94 -1118057.13 239.46
-491920.04 -1118093.04 239.85
-491950.73 -1118340.32 239.98
-491919.64 -1118110.73 240.20
-491918.41 -1118111.62 240.17
-491907.07 -1118037.15 239.92
-491934.66 -1118259.17 240.18
-491913.50 -1118108.12 240.16
-491935.68 -1118290.25 240.05
-491899.54 -1118025.50 240.12
-491894.84 -1118002.25 240.01
-491904.21 -1118087.46 240.04
-491909.62 -1118143.70 240.09
-491942.93 -1118413.74 240.33
-491934.34 -1118360.49 240.22
-491914.09 -1118218.03 240.18
-491913.24 -1118224.75 240.04
-491905.93 -1118181.90 240.09
-491902.70 -1118169.96 240.01
-491934.07 -1118422.25 240.11
-492011.72 -1118246.38 240.26
-491987.36 -1118079.82 240.32
-491988.72 -1118106.29 240.24
-492009.48 -1118281.20 240.11
-492026.31 -1118425.98 240.47
-491992.64 -1118182.67 240.37
-492015.25 -1118371.86 240.43
-492008.62 -1118333.34 240.37
-491988.48 -1118192.51 240.35
-492005.32 -1118333.86 240.38
-491982.78 -1118172.84 240.36
-491991.84 -1118256.60 240.14
-491970.96 -1118110.98 240.31
-491966.43 -1118091.16 239.32
-492003.14 -1118387.38 240.54
-491992.94 -1118321.23 240.18
-491975.55 -1118206.14 240.24
-491996.11 -1118379.63 240.32
-491955.89 -1118082.53 239.71
-491954.23 -1118084.41 239.76
-491956.27 -1118115.06 240.13
-491981.74 -1118329.70 240.00
-491937.79 -1118007.31 239.99
-491950.98 -1118124.34 239.98
-491976.03 -1118332.71 240.31
-491974.45 -1118336.12 240.02
-492048.74 -1118141.99 239.57
-492046.17 -1118141.89 240.23
-492056.66 -1118237.57 240.39
-492060.85 -1118283.90 240.39
-492072.03 -1118384.00 240.73
-492038.05 -1118133.58 239.72
-492033.82 -1118113.46 240.36
-492067.68 -1118387.79 240.68
-492042.80 -1118211.49 240.41
-492024.57 -1118082.12 240.13
-492023.58 -1118087.22 240.23
-492036.69 -1118200.95 240.51
-492025.16 -1118125.42 239.74
-492048.46 -1118316.87 240.45
-492049.81 -1118343.59 240.48
-492046.75 -1118333.50 240.55
-492048.09 -1118360.10 240.55
-492051.24 -1118399.06 240.67
-492016.97 -1118148.77 240.09
-492045.46 -1118381.57 240.55
-492017.15 -1118178.74 240.31
-492006.72 -1118112.27 240.18
-492019.36 -1118221.76 240.23
-492028.23 -1118305.39 240.31
-492027.30 -1118312.17 240.36
-492030.10 -1118343.16 240.50
-491995.57 -1118098.10 240.35
-492029.28 -1118373.23 240.46
-492126.16 -1118350.97 240.47
-492119.87 -1118323.53 240.49
-492125.67 -1118386.08 240.65
-492097.01 -1118180.55 240.47
-492126.56 -1118423.16 240.62
-492110.16 -1118309.81 240.41
-492090.90 -1118175.39 240.45
-492073.84 -1118059.62 240.44
-492088.07 -1118182.54 240.51
-492083.76 -1118161.75 239.59
-492081.36 -1118158.35 240.19
-492079.32 -1118158.79 239.72
-492076.49 -1118150.81 240.28
-492104.01 -1118375.27 240.53
-492098.97 -1118351.20 240.41
-492080.57 -1118223.19 240.33
-492073.46 -1118181.13 240.26
-492059.70 -1118086.35 240.42
-492067.80 -1118159.89 240.39
-492092.23 -1118366.75 240.51
-492052.11 -1118071.96 240.38
-492044.84 -1118026.06 240.37
-492054.79 -1118122.50 240.29
-492068.28 -1118240.51 240.53
-492061.47 -1118200.98 240.30
-492059.74 -1118204.31 240.18
-492051.14 -1118150.33 240.39
-492168.21 -1118277.67 240.63
-492143.49 -1118102.18 240.72
-492173.82 -1118349.78 240.98
-492152.17 -1118194.31 240.65
-492177.56 -1118399.63 240.93
-492173.43 -1118378.05 240.23
-492169.99 -1118361.64 240.97
-492150.08 -1118219.02 240.62
-492171.22 -1118391.57 240.95
-492136.75 -1118137.68 240.63
-492164.90 -1118366.95 240.76
-492134.06 -1118142.36 240.55
-492163.27 -1118379.14 240.97
-492138.82 -1118203.30 240.61
-492134.31 -1118182.34 240.55
-492109.69 -1118005.88 240.62
-492110.73 -1118026.29 240.60
-492159.74 -1118416.01 240.19
-492157.70 -1118414.06 240.19
-492143.93 -1118321.77 240.50
-492137.69 -1118286.93 240.45
-492149.29 -1118387.86 240.74
-492105.40 -1118059.50 240.48
-492119.54 -1118186.57 239.76
-492134.88 -1118320.31 240.50
-492145.07 -1118413.29 240.77
-492103.77 -1118110.47 240.56
-492132.39 -1118344.14 240.65
-492107.85 -1118170.52 240.28
-492136.97 -1118410.12 240.60
-492136.66 -1118419.60 240.72
-492216.50 -1118265.54 240.80
-492214.26 -1118260.95 240.28
-492179.74 -1118006.94 241.87
-492189.76 -1118095.03 240.65
-492211.61 -1118276.12 240.62
-492206.95 -1118251.74 240.47
-492193.71 -1118160.89 240.72
-492201.85 -1118235.76 239.90
-492207.71 -1118293.76 240.80
-492214.84 -1118360.55 240.76
-492205.07 -1118297.02 240.57
-492173.86 -1118069.83 240.85
-492190.16 -1118208.19 240.59
-492214.89 -1118413.62 240.84
-492195.72 -1118281.24 240.63
-492196.53 -1118301.00 240.89
-492203.86 -1118368.65 240.72
-492192.20 -1118293.19 240.71
-492194.76 -1118326.53 240.70
-492178.35 -1118214.02 240.66
-492188.39 -1118305.21 240.66
-492150.07 -1118024.32 241.07
-492172.26 -1118206.94 240.67
-492195.17 -1118395.83 240.79
-492185.11 -1118329.46 240.88
-492189.72 -1118376.11 240.85
-492172.59 -1118256.33 240.56
-492185.21 -1118364.84 240.92
-492139.66 -1118027.58 240.91
-492137.66 -1118026.52 240.84
-492160.63 -1118212.64 240.47
-492228.80 -1118008.10 241.05
-492260.15 -1118211.88 240.80
-492266.32 -1118279.42 240.76
-492268.57 -1118314.49 240.69
-492250.22 -1118189.28 240.94
-492230.85 -1118055.63 241.01
-492246.36 -1118189.41 240.95
-492220.52 -1118004.96 241.14
-492221.44 -1118025.34 241.44
-492220.54 -1118032.48 241.29
-492215.19 -1118006.83 241.12
-492219.49 -1118051.44 240.93
-492265.03 -1118414.18 240.84
-492214.02 -1118033.42 241.24
-492240.74 -1118259.19 240.23
-492207.21 -1118015.34 241.88
-492221.29 -1118138.10 240.80
-492252.80 -1118394.94 240.83
-492232.55 -1118252.21 240.60
-492238.82 -1118314.95 240.69
-492231.20 -1118270.33 240.67
-492227.31 -1118253.58 240.45
-492200.73 -1118062.61 240.84
-492242.97 -1118402.44 240.92
-492237.45 -1118372.47 240.87
-492241.84 -1118419.57 240.84
-492201.60 -1118123.56 240.72
-492232.66 -1118372.41 240.79
-492289.94 -1118047.34 241.30
-492286.97 -1118038.76 242.25
-492320.69 -1118313.16 240.92
-492301.89 -1118182.11 240.85
-492277.16 -1118002.43 240.66
-492314.83 -1118305.33 240.22
-492275.25 -1118014.51 242.15
-492272.73 -1118004.51 242.18
-492309.92 -1118304.92 240.24
-492292.44 -1118183.32 240.84
-492305.12 -1118292.86 240.76
-492276.58 -1118083.88 241.21
-492264.68 -1118011.65 242.06
-492303.75 -1118327.17 240.91
-492283.29 -1118184.23 240.84
-492295.40 -1118290.57 240.77
